,Serial Number,Word,Frequency
13641,13641,fertility,10
13642,13642,underfoot,4
13643,13643,hikes,4
13644,13644,complexion,6
13645,13645,swirling,4
13646,13646,struggled,8
13647,13647,northward,5
13648,13648,wires,13
13649,13649,peered,20
13650,13650,grinned,30
13651,13651,gravel,9
13652,13652,labored,5
13653,13653,burlington,6
13654,13654,concord,10
13655,13655,montpelier,7
13656,13656,jenny,8
13657,13657,hillside,9
13658,13658,barre,5
13659,13659,crumpled,4
13660,13660,aviation,5
13661,13661,terminals,4
13662,13662,fogg,23
13663,13663,englander,5
13664,13664,wiry,8
13665,13665,inaugurated,4
13666,13666,legendary,6
13667,13667,backers,4
13668,13668,waco,5
13669,13669,begged,13
13670,13670,safer,5
13671,13671,wolfe,8
13672,13672,postmaster,4
13673,13673,somers,7
13674,13674,telegram,8
13675,13675,airplanes,10
13676,13676,one-man,5
13677,13677,crawled,20
13678,13678,visibility,5
13679,13679,wishing,5
13680,13680,clocks,8
13681,13681,bark,14
13682,13682,overcast,9
13683,13683,messenger,10
13684,13684,hazy,5
13685,13685,penny,25
13686,13686,serenity,6
13687,13687,unhappiness,6
13688,13688,knack,4
13689,13689,doll,10
13690,13690,hem,4
13691,13691,rugs,4
13692,13692,how's,9
13693,13693,mosaic,4
13694,13694,dandy,17
13695,13695,gadgets,7
13696,13696,scrub,9
13697,13697,slips,8
13698,13698,dolls,12
13699,13699,hobby,4
13700,13700,clippings,4
13701,13701,creativity,9
13702,13702,burrow,4
13703,13703,sameness,4
13704,13704,projecting,6
13705,13705,forestall,5
13706,13706,huxley,6
13707,13707,victorian,8
13708,13708,joking,5
13709,13709,intercourse,9
13710,13710,consummation,4
13711,13711,virginity,4
13712,13712,hymen,13
13713,13713,membrane,6
13714,13714,vagina,10
13715,13715,manuals,4
13716,13716,reflex,4
13717,13717,vaginal,7
13718,13718,learns,10
13719,13719,erotic,8
13720,13720,caresses,5
13721,13721,anterior,5
13722,13722,posterior,6
13723,13723,facilitate,5
13724,13724,accumulated,10
13725,13725,orgasm,7
13726,13726,nude,20
13727,13727,kenneth,6
13728,13728,censorship,5
13729,13729,bump,5
13730,13730,reversed,8
13731,13731,asserting,4
13732,13732,submissive,4
13733,13733,steichen,10
13734,13734,calderone,6
13735,13735,unhealthy,4
13736,13736,sexually,6
13737,13737,cheated,4
13738,13738,counselor,4
13739,13739,ironing,5
13740,13740,well-educated,4
13741,13741,submitting,6
13742,13742,monopolize,4
13743,13743,schillinger,4
13744,13744,hover,4
13745,13745,anxiously,9
13746,13746,bacon,10
13747,13747,postwar,11
13748,13748,diana,7
13749,13749,harrington,7
13750,13750,prostitute,6
13751,13751,diane,14
13752,13752,hid,6
13753,13753,jelke,7
13754,13754,searched,9
13755,13755,clad,7
13756,13756,pulley,11
13757,13757,bey,6
13758,13758,farouk,5
13759,13759,brew,4
13760,13760,phony,12
13761,13761,gushed,5
13762,13762,somebody's,6
13763,13763,scream,13
13764,13764,gamblers,5
13765,13765,x,15
13766,13766,halls,4
13767,13767,screaming,17
13768,13768,diane's,4
13769,13769,screamed,17
13770,13770,luxurious,6
13771,13771,impatient,10
13772,13772,littered,4
13773,13773,knowingly,4
13774,13774,claire,16
13775,13775,shaefer,7
13776,13776,squeezing,4
13777,13777,kidney,6
13778,13778,disorder,7
13779,13779,shrieked,4
13780,13780,97,4
13781,13781,ailment,4
13782,13782,tumors,8
13783,13783,quack,9
13784,13784,quackery,6
13785,13785,quacks,9
13786,13786,flashing,6
13787,13787,vocabulary,13
13788,13788,fake,10
13789,13789,reich,6
13790,13790,distributing,4
13791,13791,2000,5
13792,13792,strychnine,4
13793,13793,relies,4
13794,13794,chloride,5
13795,13795,twirling,5
13796,13796,prescription,5
13797,13797,stephens,5
13798,13798,prosecuted,5
13799,13799,protruded,4
13800,13800,orthodontist,9
13801,13801,dentist,12
13802,13802,jaws,10
13803,13803,orthodontic,9
13804,13804,brodie,10
13805,13805,malocclusion,6
13806,13806,predisposition,4
13807,13807,sucking,8
13808,13808,suck,5
13809,13809,narrowing,4
13810,13810,jumble,4
13811,13811,embarrassed,8
13812,13812,malformed,4
13813,13813,alignment,4
13814,13814,susie,5
13815,13815,appliance,5
13816,13816,dissolve,6
13817,13817,disrupt,5
13818,13818,retention,12
13819,13819,births,4
13820,13820,utilized,10
13821,13821,sitter,24
13822,13822,foregoing,11
13823,13823,mediums,4
13824,13824,esp,4
13825,13825,mourning,8
13826,13826,proxy,7
13827,13827,experimenter,5
13828,13828,unconscious,30
13829,13829,elastic,7
13830,13830,individual's,11
13831,13831,j,6
13832,13832,empirically,5
13833,13833,z,5
13834,13834,foundation's,13
13835,13835,intuitive,7
13836,13836,tabulated,4
13837,13837,intrinsic,5
13838,13838,irons,7
13839,13839,visually,4
13840,13840,chickens,13
13841,13841,locality,5
13842,13842,profitably,4
13843,13843,drought,5
13844,13844,invested,11
13845,13845,rented,7
13846,13846,pig,8
13847,13847,deciding,12
13848,13848,family's,6
13849,13849,adolescents,7
13850,13850,strangled,6
13851,13851,ss,4
13852,13852,corpses,5
13853,13853,legally,5
13854,13854,admissible,9
13855,13855,catharsis,5
13856,13856,eichmann,14
13857,13857,recollection,5
13858,13858,anti-semitism,23
13859,13859,anti-semitic,4
13860,13860,overcoming,6
13861,13861,shout,8
13862,13862,murderer,19
13863,13863,eichmann's,6
13864,13864,betrayal,6
13865,13865,czechoslovakia,5
13866,13866,hungary,4
13867,13867,infamous,4
13868,13868,complement,21
13869,13869,dislike,14
13870,13870,abyss,4
13871,13871,unspeakable,5
13872,13872,convict,6
13873,13873,awakened,4
13874,13874,poisoned,4
13875,13875,epic,18
13876,13876,unavailable,7
13877,13877,memoirs,4
13878,13878,birth-control,4
13879,13879,surgeon,11
13880,13880,sullen,9
13881,13881,sensibilities,6
13882,13882,blurred,6
13883,13883,sanctions,9
13884,13884,contraceptives,4
13885,13885,regards,7
13886,13886,procreation,5
13887,13887,spouses,4
13888,13888,subjective,18
13889,13889,ascertain,7
13890,13890,propagation,8
13891,13891,frustrate,4
13892,13892,clenched,5
13893,13893,contraception,4
13894,13894,unnatural,8
13895,13895,condemnation,7
13896,13896,affirmed,6
13897,13897,ill-starred,4
13898,13898,voyage,17
13899,13899,arctic,4
13900,13900,mate,21
13901,13901,commanded,15
13902,13902,captain's,7
13903,13903,fragmentary,7
13904,13904,tantalizing,4
13905,13905,hudson's,16
13906,13906,dartmouth,30
13907,13907,recruited,4
13908,13908,unexplored,4
13909,13909,furious,8
13910,13910,strait,5
13911,13911,juet,8
13912,13912,staffe,4
13913,13913,ship's,5
13914,13914,explorer,4
13915,13915,misconception,4
13916,13916,forties,7
13917,13917,iceland,4
13918,13918,turbulent,4
13919,13919,inlet,4
13920,13920,passageway,4
13921,13921,java,4
13922,13922,avoiding,11
13923,13923,patched,5
13924,13924,intuition,18
13925,13925,swore,14
13926,13926,cabins,7
13927,13927,sworn,5
13928,13928,calmed,6
13929,13929,axe,6
13930,13930,selkirk,12
13931,13931,headwaters,4
13932,13932,aborigines,8
13933,13933,anglo-saxon,22
13934,13934,twenty-three,7
13935,13935,kingston,5
13936,13936,1818,4
13937,13937,grasshoppers,4
13938,13938,pembina,4
13939,13939,huts,6
13940,13940,stockade,12
13941,13941,daer,5
13942,13942,selkirk's,4
13943,13943,warmer,4
13944,13944,traders,26
13945,13945,ox,6
13946,13946,peter's,9
13947,13947,bushels,4
13948,13948,barley,6
13949,13949,flat-bottomed,4
13950,13950,prompted,7
13951,13951,snelling,7
13952,13952,disappointed,15
13953,13953,duly,10
13954,13954,powder,28
13955,13955,mice,10
13956,13956,lucian,5
13957,13957,1840,4
13958,13958,patron,4
13959,13959,refrain,10
13960,13960,1844,5
13961,13961,thicker,5
13962,13962,comrades,10
13963,13963,figurative,5
13964,13964,slowness,4
13965,13965,annoyed,7
13966,13966,jist,7
13967,13967,sergeant,28
13968,13968,twister,4
13969,13969,modes,8
13970,13970,yank,7
13971,13971,plantation,19
13972,13972,stationed,5
13973,13973,rebs,5
13974,13974,escapes,4
13975,13975,blots,4
13976,13976,homely,9
13977,13977,laundering,7
13978,13978,owing,4
13979,13979,stereotyped,5
13980,13980,companions,8
13981,13981,exploits,4
13982,13982,comrade,4
13983,13983,helion,19
13984,13984,pa,23
13985,13985,illiterate,8
13986,13986,ass,5
13987,13987,guts,9
13988,13988,m.a.,4
13989,13989,regiment,25
13990,13990,cavalry,26
13991,13991,sherman's,7
13992,13992,corporal,4
13993,13993,legends,10
13994,13994,rationalize,5
13995,13995,cohesive,11
13996,13996,heterogeneous,4
13997,13997,incarnation,5
13998,13998,patriotism,6
13999,13999,propagandistic,4
14000,14000,homogeneous,8
14001,14001,oral,27
14002,14002,myths,6
14003,14003,definitions,6
14004,14004,culturally,5
14005,14005,lore,7
14006,14006,propagandists,4
14007,14007,collector,8
14008,14008,acutely,5
14009,14009,shudder,5
14010,14010,analyst,7
14011,14011,poems,82
14012,14012,bias,8
14013,14013,torrio,12
14014,14014,o'banion,25
14015,14015,cicero,5
14016,14016,lethal,5
14017,14017,murders,12
14018,14018,disliked,11
14019,14019,administering,4
14020,14020,interwoven,4
14021,14021,capone,6
14022,14022,thieving,4
14023,14023,waiter,10
14024,14024,rowdy,4
14025,14025,methodically,6
14026,14026,waiters,5
14027,14027,o'banion's,9
14028,14028,1909,5
14029,14029,ryan,15
14030,14030,telegraph,21
14031,14031,gag,4
14032,14032,o'connor,5
14033,14033,jerked,12
14034,14034,platinum,4
14035,14035,liking,11
14036,14036,unimpressed,4
14037,14037,insolence,6
14038,14038,buckle,5
14039,14039,cops,17
14040,14040,booze,4
14041,14041,proliferation,5
14042,14042,stead,4
14043,14043,tsunami,21
14044,14044,earthquake,9
14045,14045,pounded,4
14046,14046,catastrophic,5
14047,14047,plato's,14
14048,14048,osaka,6
14049,14049,dwarf,4
14050,14050,crest,12
14051,14051,gravity,7
14052,14052,detectable,8
14053,14053,amplitude,6
14054,14054,swells,4
14055,14055,hilo,4
14056,14056,rattling,7
14057,14057,glowed,6
14058,14058,organism,6
14059,14059,swollen,12
14060,14060,gratified,4
14061,14061,disregarded,4
14062,14062,earthquakes,9
14063,14063,calculations,10
14064,14064,hurled,4
14065,14065,jerky,4
14066,14066,garryowen,14
14067,14067,apaches,4
14068,14068,7th,12
14069,14069,mel,8
14070,14070,ridden,6
14071,14071,swivel,5
14072,14072,co,5
14073,14073,custer,5
14074,14074,goulding,7
14075,14075,leyte,6
14076,14076,platoon,7
14077,14077,rifleman,4
14078,14078,bucking,4
14079,14079,pinned,4
14080,14080,hurling,5
14081,14081,g,16
14082,14082,okay,20
14083,14083,bellow,4
14084,14084,battlefield,5
14085,14085,graphic,6
14086,14086,oppressed,5
14087,14087,abreast,5
14088,14088,reputed,5
14089,14089,backwoods,5
14090,14090,isolation,16
14091,14091,mask,9
14092,14092,violently,12
14093,14093,misunderstood,6
14094,14094,pretended,6
14095,14095,decisively,5
14096,14096,rattle,5
14097,14097,thumping,5
14098,14098,slamming,4
14099,14099,shutters,5
14100,14100,newspaperman,6
14101,14101,gunfire,7
14102,14102,toad,4
14103,14103,blackened,5
14104,14104,siege,6
14105,14105,ambush,7
14106,14106,frenchman,8
14107,14107,stiffened,8
14108,14108,spinning,11
14109,14109,life's,6
14110,14110,barefoot,7
14111,14111,lethargy,4
14112,14112,bouncing,9
14113,14113,traversed,6
14114,14114,keo,4
14115,14115,coatings,12
14116,14116,self-help,15
14117,14117,elders,9
14118,14118,strode,10
14119,14119,dusty,16
14120,14120,philippines,4
14121,14121,pet,8
14122,14122,happiness,23
14123,14123,wrists,6
14124,14124,antiseptic,6
14125,14125,weakening,6
14126,14126,beards,5
14127,14127,ancestral,5
14128,14128,parents',6
14129,14129,clinical,27
14130,14130,marry,18
14131,14131,peripheral,8
14132,14132,outing,5
14133,14133,academically,5
14134,14134,counterparts,11
14135,14135,sexes,11
14136,14136,lower-middle,4
14137,14137,vigilance,4
14138,14138,generates,5
14139,14139,appreciably,7
14140,14140,graduating,7
14141,14141,puffed,4
14142,14142,fran,5
14143,14143,ivy,9
14144,14144,lard,4
14145,14145,coolness,5
14146,14146,salted,4
14147,14147,bathed,7
14148,14148,healing,6
14149,14149,sprinkled,4
14150,14150,turpentine,4
14151,14151,scar,10
14152,14152,scalp,4
14153,14153,knot,8
14154,14154,rubbing,11
14155,14155,saliva,4
14156,14156,proverb,5
14157,14157,itching,4
14158,14158,scraping,7
14159,14159,bathe,4
14160,14160,soap,22
14161,14161,bee,11
14162,14162,corrosive,4
14163,14163,glycerine,5
14164,14164,afflicted,8
14165,14165,itch,5
14166,14166,steeped,5
14167,14167,soaked,6
14168,14168,defied,4
14169,14169,sticky,9
14170,14170,soak,7
14171,14171,bandage,4
14172,14172,scraped,8
14173,14173,soaking,9
14174,14174,wetting,4
14175,14175,brandy,7
14176,14176,rope,15
14177,14177,waist,11
14178,14178,inscrutable,5
14179,14179,wines,24
14180,14180,crus,4
14181,14181,practicable,6
14182,14182,allowable,5
14183,14183,chilling,5
14184,14184,acquiring,11
14185,14185,bucket,7
14186,14186,aeration,7
14187,14187,claret,4
14188,14188,burgundy,6
14189,14189,wicker,4
14190,14190,dregs,4
14191,14191,giffen,17
14192,14192,humane,5
14193,14193,palfrey's,9
14194,14194,calmly,11
14195,14195,gorham,4
14196,14196,planter,6
14197,14197,palfrey,26
14198,14198,william's,6
14199,14199,unnamed,4
14200,14200,sam's,4
14201,14201,rejecting,4
14202,14202,apprehensively,4
14203,14203,apologized,5
14204,14204,unborn,4
14205,14205,appointees,5
14206,14206,comptroller,4
14207,14207,walton,9
14208,14208,critically,5
14209,14209,gavin's,9
14210,14210,debated,5
14211,14211,victoria,8
14212,14212,coating,36
14213,14213,tenant,5
14214,14214,rightful,4
14215,14215,sofa,6
14216,14216,cropped,5
14217,14217,ski,5
14218,14218,kissed,15
14219,14219,voyageurs,4
14220,14220,kisses,4
14221,14221,intercollegiate,4
14222,14222,lounging,4
14223,14223,mckinley,11
14224,14224,chopping,5
14225,14225,ax,6
14226,14226,hanoverian,7
14227,14227,casting,4
14228,14228,factions,6
14229,14229,charters,4
14230,14230,pausing,6
14231,14231,log,11
14232,14232,hut,13
14233,14233,punch,5
14234,14234,penn,5
14235,14235,1907,4
14236,14236,thayer,13
14237,14237,1888,6
14238,14238,corral,5
14239,14239,conveniently,7
14240,14240,borden,20
14241,14241,lizzie,17
14242,14242,inquest,5
14243,14243,quarreled,4
14244,14244,morse's,5
14245,14245,alibi,8
14246,14246,11:20,4
14247,14247,bridget,21
14248,14248,unlocked,12
14249,14249,hatchet,4
14250,14250,sinister,13
14251,14251,kirby,9
14252,14252,upton,18
14253,14253,flint,4
14254,14254,winslow,11
14255,14255,stanley's,4
14256,14256,spelman,11
14257,14257,eclipses,4
14258,14258,1887,4
14259,14259,packard,13
14260,14260,giles,7
14261,14261,geometry,9
14262,14262,rhetoric,5
14263,14263,hardships,5
14264,14264,drafting,6
14265,14265,marketable,4
14266,14266,statistically,4
14267,14267,motivation,11
14268,14268,relevance,10
14269,14269,typing,7
14270,14270,confidentially,4
14271,14271,plumber,4
14272,14272,soybean,5
14273,14273,soybeans,6
14274,14274,processed,12
14275,14275,orient,4
14276,14276,flakes,4
14277,14277,oils,15
14278,14278,oilseeds,4
14279,14279,1930's,7
14280,14280,constituent,5
14281,14281,cosmetics,7
14282,14282,detergents,4
14283,14283,starch,4
14284,14284,locust,6
14285,14285,2.6,4
14286,14286,fibrous,5
14287,14287,stony,5
14288,14288,brazil,8
14289,14289,islanders,6
14290,14290,dill,12
14291,14291,beverages,4
14292,14292,fermented,4
14293,14293,strays,6
14294,14294,hosses,5
14295,14295,stampede,4
14296,14296,ranchers,7
14297,14297,choked,7
14298,14298,cowhand,4
14299,14299,pilgrims,6
14300,14300,denoted,9
14301,14301,givin',5
14302,14302,stir,7
14303,14303,throwin',4
14304,14304,goin',8
14305,14305,lieu,5
14306,14306,resorted,5
14307,14307,dazed,4
14308,14308,'im,6
14309,14309,hoss,5
14310,14310,discontinued,7
14311,14311,stripe,4
14312,14312,rustler,4
14313,14313,sayin',4
14314,14314,rustle,4
14315,14315,circled,9
14316,14316,yell,9
14317,14317,reef,11
14318,14318,kearton,9
14319,14319,ulyate,15
14320,14320,loveless,5
14321,14321,faintly,7
14322,14322,cracks,7
14323,14323,sounder,5
14324,14324,leaning,15
14325,14325,blew,12
14326,14326,fetch,6
14327,14327,gallop,4
14328,14328,thickly,5
14329,14329,peering,9
14330,14330,crouched,16
14331,14331,whirled,6
14332,14332,stamping,5
14333,14333,ducked,5
14334,14334,yelled,22
14335,14335,crackers,4
14336,14336,clung,14
14337,14337,aperture,8
14338,14338,ropes,4
14339,14339,strung,4
14340,14340,bruised,7
14341,14341,gelding,4
14342,14342,spin,7
14343,14343,whining,6
14344,14344,tensely,4
14345,14345,sidewise,6
14346,14346,she'd,68
14347,14347,scant,5
14348,14348,tossing,5
14349,14349,proclaim,13
14350,14350,rover,4
14351,14351,prevails,7
14352,14352,illustrative,6
14353,14353,dickens,16
14354,14354,forgot,18
14355,14355,eminently,4
14356,14356,rancher,15
14357,14357,ma'am,5
14358,14358,preferences,7
14359,14359,fuzzy,7
14360,14360,derision,4
14361,14361,kidneys,5
14362,14362,triumphantly,8
14363,14363,taunt,4
14364,14364,delinquent,6
14365,14365,risked,4
14366,14366,daddy,4
14367,14367,knuckles,8
14368,14368,ingested,4
14369,14369,shone,5
14370,14370,sonofabitch,4
14371,14371,trolley,5
14372,14372,diffusion,24
14373,14373,conceptual,4
14374,14374,unwed,12
14375,14375,postulated,7
14376,14376,erikson,6
14377,14377,socialization,6
14378,14378,adolescence,18
14379,14379,developmental,9
14380,14380,polar,7
14381,14381,identities,10
14382,14382,deterministic,7
14383,14383,self-certainty,7
14384,14384,elementary-school,6
14385,14385,groping,5
14386,14386,self-discipline,5
14387,14387,polarization,6
14388,14388,superimpose,4
14389,14389,transcends,6
14390,14390,explicitly,6
14391,14391,pregnant,8
14392,14392,diffuse,4
14393,14393,selden,15
14394,14394,litigation,13
14395,14395,infringement,7
14396,14396,inventors,4
14397,14397,antiquated,4
14398,14398,retort,4
14399,14399,singular,14
14400,14400,conceal,7
14401,14401,procedural,7
14402,14402,embraced,4
14403,14403,automotive,8
14404,14404,thereto,11
14405,14405,a.l.a.m.,13
14406,14406,cross-licensing,4
14407,14407,disregard,6
14408,14408,conflicting,8
14409,14409,interchange,6
14410,14410,royalty,7
14411,14411,withholding,8
14412,14412,adjunct,6
14413,14413,planetary,21
14414,14414,inventions,4
14415,14415,hanch,5
14416,14416,piazza,17
14417,14417,navona,4
14418,14418,civilizations,4
14419,14419,augustus,4
14420,14420,doric,4
14421,14421,della,6
14422,14422,dei,7
14423,14423,skillfully,5
14424,14424,palazzo,12
14425,14425,facade,7
14426,14426,staircase,8
14427,14427,julius,4
14428,14428,shaded,6
14429,14429,corso,7
14430,14430,denoting,5
14431,14431,agnese,6
14432,14432,raphael,4
14433,14433,harlem,14
14434,14434,blank,14
14435,14435,uneasily,6
14436,14436,occurring,21
14437,14437,uneasiness,5
14438,14438,callous,7
14439,14439,trapped,7
14440,14440,ghetto,11
14441,14441,northerners,5
14442,14442,northerner,4
14443,14443,torment,4
14444,14444,self-esteem,4
14445,14445,diminishing,8
14446,14446,self-examination,5
14447,14447,negro's,4
14448,14448,kiss,17
14449,14449,melies,4
14450,14450,registers,5
14451,14451,griffith,18
14452,14452,robbers,6
14453,14453,posse,11
14454,14454,grandmother,9
14455,14455,pail,4
14456,14456,sequences,6
14457,14457,instinctively,10
